,wine_index,white_wine,white_wineries,white_regions,white_countries,white_avg_wine_ratings,white_avg_price,vintage_year
272,272,Plexus White 2012,John Duval Wines,Barossa Valley,Australia,3.6,29.97,2012.0
273,273,Garganega Pinot Grigio 2011,Mommys Time Out,Puglia,Italy,3.3,8.98,2011.0
274,274,Zeller Schwarze Katz,Leonard Kreusch,Rheinhessen,Germany,3.7,8.98,
275,275,Gossip Ramato Pinot Grigio 2014,di Lenardo,Friuli-Venezia Giulia,Italy,3.7,14.78,2014.0
276,276,Wigan Riesling 2010,Peter Lehmann,Barossa,Australia,3.8,332.0,2010.0
277,277,Beneventano Falanghina,Donnachiara,Campania,Italy,3.7,12.97,
278,278,Colli Perugini Grechetto,Goretti,Montefalco,Italy,3.6,15.08,
279,279,Moscato d\u2019Asti Vigna Fiorita 2010,Gemma,Piemonte,Italy,4.5,13.12,2010.0
280,280,Bordeaux 2013,Ch\xe2teau Tour de Mirambeau,Bordeaux,France,3.6,12.99,2013.0
281,281,Pinot Gris 2014,Anne Amie,Willamette Valley,United States,4.0,17.97,2014.0
282,282,Gr\xfcner Veltliner Lamm Reserve 1 \xd6TW 2010,Schloss Gobelsburg,Nieder\xf6sterreich,Austria,4.4,69.0,2010.0
283,283,Chardonnay 2013,Heitz Cellar,St. Helena,United States,3.6,22.98,2013.0
284,284,"[u""Terrazze Retiche Di Sondrio Ca' Brione 2012""]",Nino Negri,Lombardia,Italy,4.1,34.49,2012.0
285,285,Catena Chardonnay 2012,Catena Zapata,Mendoza,Argentina,3.7,16.98,2012.0
286,286,Singerriedel Smaragd Riesling 2011,Franz Hirtzberger,Wien,Austria,4.6,70.0,2011.0
287,287,Bienvenues-B\xe2tard-Montrachet Grand Cru 2008,Domaine Leflaive,Bourgogne,France,4.5,419.98,2008.0
288,288,Sancerre Les Caillottes Blanc 2014,Pascal Jolivet,Sancerre,France,4.0,28.93,2014.0
289,289,Modello delle Venezie Bianco,Masi,Veneto,Italy,3.2,10.63,
290,290,Rioja Blanco,Allende,Rioja,Spain,3.9,28.49,
291,291,Chardonnay Unwooded,Banrock Station,South Eastern Australia,Australia,3.4,21.19,
292,292,Pessac-L\xe9ognan Blanc Grand Cru Class\xe9 de Graves,Ch\xe2teau Latour-Martillac,Pessac-Leognan,France,3.9,45.98,
293,293,Chardonnay Kistler Vineyard Cuv\xe9e Cathleen,Kistler Vineyards,Sonoma County,United States,4.6,174.99,
294,294,Grand Ard\xe8che Chardonnay 2013,Louis Latour,C\xf4te de Nuits,France,3.7,13.98,2013.0
295,295,Beaune Premier Cru Clos Saint-Landry 2009,Bouchard P\xe8re & Fils,Bourgogne,France,4.1,47.89,2009.0
296,296,Viognier,Mil Piedras,Mendoza,Argentina,3.1,10.99,
297,297,Sauvignon Blanc,Kiwi Cuv\xe9e,Korsika,France,3.4,8.98,
298,298,Prosecco Extra Dry,Fili,Veneto,Italy,3.6,10.99,
299,299,Pinot Grigio 2014,Caposaldo,Veneto,Italy,3.5,9.48,2014.0
300,300,Riesling Eins Zwei Dry 2015,Leitz,Rheingau,Germany,3.7,16.48,2015.0
301,301,Delle Venezie Pinot Grigio 2014,Nobilissima,delle Venezie,Italy,3.7,11.98,2014.0
302,302,Chardonnay Zio Tony Ranch,Patz & Hall,Sonoma County,United States,4.3,31.99,
303,303,Gaia & Rey 2005,Gaja,Piemonte,Italy,4.4,194.06,2005.0
304,304,Fum\xe9 Blanc,Grgich Hills,St. Helena,United States,4.0,29.97,
305,305,White 2014,Conundrum,Napa Valley,United States,3.9,22.98,2014.0
306,306,Sauvignon Blanc 2015,Douglas Green,Western Cape,South Africa,3.2,7.63,2015.0
307,307,Riesling R\xe9serve,Willm,Alsace,France,3.5,12.98,
308,308,Riesling Alsace Cuv\xe9e Fr\xe9d\xe9ric Emile 2012,Trimbach,Alsace,France,3.8,59.94,2012.0
309,309,Ribeiro 2012,Emilio Rojo,Galicia,Spain,4.5,64.99,2012.0
310,310,Yellow Label Riesling,Wolf Blass,Barossa,Australia,3.2,9.99,
311,311,Droppello Toscana Bianco 2014,Fertuna,Maremma Toscana,Italy,3.4,16.48,2014.0
312,312,Weissburgunder - Pinot Bianco S\xfcdtirol - Alto Adige Schulthauser 2015,St. Michael-Eppan,Trentino-Alto Adige,Italy,3.8,21.98,2015.0
313,313,Doge Moscato Di Scanzo,La Brugherata,Lombardia,Italy,4.4,38.52,
314,314,Chardonnay 2013,"[u""L'Ecole No 41""]",Columbia Valley,United States,4.0,22.78,2013.0
315,315,Chardonnay 2013,Ferrari Carano,Sonoma County,United States,3.9,22.97,2013.0
316,316,Oregon Pinot Gris,Portlandia,Oregon,United States,3.7,17.97,
317,317,Pinot Gris 2013,Sokol Blosser,Oregon,United States,3.8,19.99,2013.0
318,318,Bin 90 Moscato,"[u""Lindeman's""]",South Eastern Australia,Australia,3.7,6.48,
319,319,Meursault 2010,Arnaud Ente,Bourgogne,France,4.5,140.98,2010.0
320,320,Mendoza Valle De Vino Blanco Sauvignon Blanc,Urban Uco,Mendoza,Argentina,3.3,9.17,
321,321,Barrel Fermented Chardonnay,Flora Springs,St. Helena,United States,4.0,34.88,
322,322,Ribolla Anfora 2007,Gravner,Friuli-Venezia Giulia,Italy,4.5,99.98,2007.0
323,323,Toscana Lamelle 2013,Il Borro,Toscana,Italy,3.9,18.38,2013.0
324,324,Vin Santo del Chianti Classico 2005,F\xe8lsina,Toscana,Italy,4.4,43.3,2005.0
325,325,Gavi Lugarara,Giustiniana,Piemonte,Italy,3.8,19.0,
326,326,Riesling,Flipflop,Livermore Valley,United States,3.4,5.94,
327,327,Pinot Gris Alsace Rotenberg,Domaine Zind Humbrecht,Alsace,France,4.0,52.88,
328,328,Blanc 2009,Mas de Daumas Gassac,Languedoc,France,4.1,34.94,2009.0
329,329,Ribet Blanc Sauvignon Blanc 2014,Arrogant Frog,"[u""Vin de Pays d'Oc""]",France,3.4,10.68,2014.0
330,330,NxNW (North by Northwest) Horse Heaven Hills Riesling,King Estate,Willamette Valley,United States,3.5,10.86,
331,331,No.2 Chardonnay - Pinot Grigio,Willow Way,Western Cape,South Africa,3.6,13.38,
332,332,Riesling Wehlener Sonnenuhr Sp\xe4tlese 2005,Joh. Jos. Pr\xfcm,Mosel,Germany,4.7,48.99,2005.0
333,333,Sauvignon Blanc Spitfire Small Parcels 2015,Kim Crawford,Marlborough,New Zealand,4.4,23.07,2015.0
334,334,Riesling Scharzhofberger Kabinett 2009,Egon M\xfcller-Scharzhof,Mosel,Germany,4.3,198.0,2009.0
335,335,Pinot Grigio,Cupcake Vineyards,California,United States,3.3,9.7,
336,336,Vouvray,Saint Roch,Touraine,France,3.8,15.98,
337,337,Rul\xe4nder 15 Pinot Grigio 2015,Castelfeder,Alto Adige,Italy,3.9,17.98,2015.0
338,338,Blanc 2012,La Vieille Ferme,Vall\xe9e du Rh\xf4ne,France,3.3,13.98,2012.0
339,339,Hermitage Chante-Alouette 2012,M. Chapoutier,Vall\xe9e du Rh\xf4ne,France,4.3,94.97,2012.0
340,340,Pinot Grigio,Canyon Road,California,United States,3.5,7.33,
341,341,Chardonnay,Gantenbein,Graub\xfcnden,Switzerland,4.4,148.19,
342,342,Bourgogne Les Femelottes 2014,Chavy-Chouet,C\xf4te de Beaune,France,3.7,23.97,2014.0
343,343,Rioja Blanco 2015,Baron de Ley,Rioja,Spain,3.5,9.98,2015.0
344,344,Sauvignon Blanc 2015,Brancott Estate,Marlborough,New Zealand,3.9,10.98,2015.0
345,345,Obsession Symphony,Ironstone,California,United States,3.8,10.98,
346,346,Pouilly-Fum\xe9 Le Domaine Saget 2013,Le Domaine Saget,Upper Loire,France,3.6,22.8,2013.0
347,347,White 2015,Gerovassiliou,Epanomi,Greece,4.0,26.53,2015.0
348,348,Rias Baixas Deusa Nai Albari\xf1o 2013,Marqu\xe9s de C\xe1ceres,Rioja Alta,Spain,3.5,14.98,2013.0
349,349,Tokaji Dry 2013,Ch\xe2teau Dereszla,Tokaji,Hungary,3.7,16.99,2013.0
350,350,Chardonnay 2014,Leese-Fitch,California,United States,3.5,11.38,2014.0
351,351,Nomen Est Omen Calitate Matur Alb Sec Chardonnay,Combinatul de Vinuri Cricova,Cricova,Moldova,3.5,6.27,
352,352,Chablis Champs Royaux 2014,William Fevre,Chablis,France,3.8,23.63,2014.0
353,353,H3 Sauvignon Blanc,Columbia Crest,Columbia Valley,United States,3.4,13.18,
354,354,Les Referts Puligny-Montrachet 1er Cru 2011,Bachelet-Monnot,C\xf4te de Beaune,France,4.5,84.95,2011.0
355,355,Sauvignon Blanc Magnolia Lane 2014,Kunde,Sonoma County,United States,3.9,14.98,2014.0
356,356,Wachauer Gr\xfcner Veltliner 2013,Rainer Wess,Wachau,Austria,3.7,19.0,2013.0
357,357,Blancaneaux,Inglenook,Rutherford,United States,4.1,53.63,
358,358,"[u""Moscato D'Asti""]",Fizz 56,Piemonte,Italy,4.2,16.98,
359,359,Vinho Verde 2015,Vera,Vinho Verde,Portugal,3.7,8.98,2015.0
360,360,Art Den Hoed Viognier,K Vintners,Columbia Valley,United States,3.9,24.13,
361,361,Sancerre Blanc 2014,Domaine Serge Laloue,Sancerre,France,3.9,24.98,2014.0
362,362,Bin 70 Chardonnay - Riesling,"[u""Lindeman's""]",South Eastern Australia,Australia,3.3,6.98,
363,363,"[u""Moscato d'Asti 2013""]",Saracco,Piemonte,Italy,4.2,14.98,2013.0
364,364,Westhofener Riesling Trocken 2012,Wittmann,Rheinhessen,Germany,4.0,25.28,2012.0
365,365,Vosgros Chablis Premier Cru 2013,Gilbert Picq & Fils,Chablis,France,3.9,31.48,2013.0
366,366,Engelgarten Le Jardin des Anges,Domaine Marcel Deiss,Alsace,France,4.0,39.48,
367,367,Riesling Oberh\xe4user Br\xfccke Eiswein,D\xf6nnhoff,Nahe,Germany,4.5,878.0,
368,368,Sauternes 1er Grand Cru Class\xe9 1989,Ch\xe2teau Rieussec,Sauternes,France,4.4,89.93,1989.0
369,369,Domaine De Cigalus White 2011,G\xe9rard Bertrand,Languedoc-Roussillon,France,4.1,45.99,2011.0
370,370,Pinot Grigio,Meridian,Central Coast,United States,3.0,8.98,
371,371,"[u""Umberto Fiore Moscato d'Asti 2012""]",Umberto Fiore,Valpolicella,Italy,4.4,11.66,2012.0
372,372,Sancerre La Moussi\xe8re Blanc 2014,Alphonse Mellot,Sancerre,France,3.8,33.98,2014.0
373,373,Blanc de Blancs 2013,Maci\xe0 Batle,Islas Baleares,Spain,3.8,16.84,2013.0
374,374,Puligny-Montrachet Les Folati\xe8res,Etienne Sauzet,Puligny-Montrachet,France,4.2,76.14,
375,375,Passito Moscato 2011,Viola,Veneto,Italy,4.5,,2011.0
376,376,Chardonnay,Marcassin,California,United States,4.6,373.0,
377,377,Pouilly-Fuiss\xe9,Albert Bichot,Bourgogne,France,3.7,24.98,
378,378,Riesling Villa Loosen 2013,Dr. Loosen,Mosel,Germany,3.8,14.48,2013.0
379,379,Bourgogne Chardonnay 2014,Thomas Morey,Bordeaux,France,3.1,20.98,2014.0
380,380,Puligny-Montrachet Premier Cru Sous le Puits,Domaine Leroy,Bourgogne,France,4.5,277.5,
381,381,Alexandra Malagouzia,Claudia Papayianni,Macedonia,Greece,3.9,23.68,
382,382,Single Valley Lot Gran Reserva Viognier,Valdivieso,Valle de Colchagua,Chile,3.7,15.8,
383,383,Chardonnay 2010,Alpha Omega,St. Helena,United States,4.4,21.99,2010.0
384,384,Chablis Premier Cru Butteaux 2010,Raveneau,Chablis,France,4.4,198.99,2010.0
385,385,Frascati Terre dei Grifi Secco,Fontana Candida,Lazio,Italy,3.3,9.98,
386,386,Sauvignon Blanc,Stoneleigh,Marlborough,New Zealand,3.8,14.93,
387,387,Tokaji Asz\xfa 6 Puttonyos 2008,Zombory Pince,Hungary,Hungary,4.4,65.16,2008.0
388,388,Les Vaillons Chablis Premier Cru 2011,Billaud-Simon,Chablis,France,3.8,29.97,2011.0
389,389,Blanc de Blancs Brut,Paul Louis,Loire,France,3.3,9.48,
390,390,Chablis,Bachelier,Bordeaux,France,3.6,43.49,
391,391,Stark Raving White,Rosenblum Cellars,California,United States,3.2,11.47,
392,392,Les Charmilles de Tour Blanche Sauternes 2009,Ch\xe2teau La Tour Blanche,Sauternes,France,3.8,21.93,2009.0
393,393,Condrieu La Petite C\xf4te 2012,Yves Cuilleron,Vall\xe9e du Rh\xf4ne,France,4.1,72.98,2012.0
394,394,Chardonnay 2012,Meerlust,Stellenbosch,South Africa,4.0,22.78,2012.0
395,395,Chardonnay,Forest Glen Winery,Sonoma County,United States,3.4,7.98,
396,396,Chenin Blanc,Fram,Robertson,South Africa,4.2,26.19,
397,397,Les Genevri\xe8res Meursault 1er Cru 2008,Remi Jobard,C\xf4te de Beaune,France,4.5,79.99,2008.0
398,398,Chenin Blanc,Sutter Home,Napa Valley,United States,3.3,5.98,
399,399,Crustaces Alsace,Dopff & Irion,Alsace,France,3.4,11.23,
400,400,Oomoo Chardonnay,Hardys,South Australia,Australia,3.0,14.69,
401,401,Meursault Premier Cru Les Genevri\xe8res,Vincent Girardin,Bourgogne,France,4.3,49.24,
402,402,Bijou Chardonnay,Ch\xe2teau St. Jean,Sonoma County,United States,3.4,10.98,
403,403,Pinot Blanc 2013,Elk Cove Vineyards,Oregon,United States,4.0,16.94,2013.0
404,404,Pinot Grigio Trentino 2013,Mezzacorona,Trentino,Italy,3.5,9.48,2013.0
405,405,Meursault Les Vieilles Vignes,Vincent Girardin,Bourgogne,France,4.0,47.43,
406,406,Puligny-Montrachet 1er Cru Les Pucelles 2011,Domaine Leflaive,Bourgogne,France,4.4,264.98,2011.0
407,407,"[u""Ashley's Vineyard Chardonnay 2013""]",Fess Parker,Central Coast,United States,3.9,33.98,2013.0
408,408,Pichler Smaragd Loibner Oberhauser Riesling 2012,F. X Pichler,Nieder\xf6sterreich,Austria,4.0,51.98,2012.0
409,409,Casal di Serra Verdicchio dei Castelli di Jesi Classico Superiore 2015,Umani Ronchi,Marche,Italy,3.5,15.98,2015.0
410,410,Art Series Chardonnay 2013,Leeuwin Estate,Margaret River,Australia,4.3,81.98,2013.0
411,411,Chassagne-Montrachet 2013,Domaine Ramonet,C\xf4te de Beaune,France,4.1,69.98,2013.0
412,412,Familia Graces Leyda Valley Sauvignon Blanc,Boya,San Antonio Valley,United States,3.4,18.09,
413,413,Riesling Norheimer Kirschheck Sp\xe4tlese 2014,D\xf6nnhoff,Nahe,Germany,4.0,38.98,2014.0
414,414,Veneto Amabile del Cere Passito Bianco,Quintarelli Giuseppe,Veneto,Italy,4.6,49.99,
415,415,Chardonnay 2014,J. Rochioli,Russian River Valley,United States,4.1,59.94,2014.0
416,416,Sauvignon Blanc 2014,Quivira Vineyards,Sonoma County,United States,3.7,18.98,2014.0
417,417,Sauvignon Blanc 2014,Kono,Marlborough,New Zealand,3.8,11.98,2014.0
418,418,Finger Lakes Ice Vidal Blanc 2012,Wagner,Finger Lakes,United States,4.0,28.73,2012.0
419,419,"[u""Charlotte's Home Sauvignon Blanc""]",Rodney Strong,Sonoma County,United States,3.5,12.98,
420,420,Chablis 2014,Vauroux,Bourgogne,France,3.0,30.73,2014.0
421,421,Graacher Himmelreich Mosel Kabinett Riesling 2010,Friedrich-Wilhelm-Gymnasium,Mosel,Germany,4.6,22.63,2010.0
422,422,Riesling Select Vineyard,Firestone,Santa Ynez Valley,United States,3.8,10.76,
423,423,Sebella Chardonnay 2012,Hanzell,Sonoma County,United States,4.0,36.48,2012.0
424,424,Alta Torront\xe9s 2013,Callia,San Juan,Argentina,3.3,11.28,2013.0
425,425,Loibner Loibenberg Wachau \xd6sterreich Smaragd Gr\xfcner Veltliner 2012,F. X Pichler,Nieder\xf6sterreich,Austria,4.3,61.98,2012.0
426,426,Chardonnay 2013,Antica - Antinori Family Estate,Napa Valley,United States,3.8,30.07,2013.0
427,427,Puligny-Montrachet Champ Canet 2009,Etienne Sauzet,Puligny-Montrachet,France,4.3,97.93,2009.0
428,428,Vouvray 2013,Barton & Guestier,Bordeaux,France,3.8,10.98,2013.0
429,429,The Agnes Chardonnay 2014,Crystallum,Walker Bay,South Africa,3.9,27.58,2014.0
430,430,Robert Schatzle Goldenes Loch,Schloss Neuweier,Baden,Germany,4.5,50.22,
431,431,Premium Chardonnay 2014,Duette,Valle Central,Chile,3.9,15.2,2014.0
432,432,Marsanne 2013,Paul Mas ,Languedoc,France,3.5,13.78,2013.0
433,433,Lumina Pinot Grigio 2012,Ruffino,Toscana,Italy,3.3,9.98,2012.0
434,434,Santorini Assyrtiko 2013,Hatzidakis,Santorini,Greece,3.7,20.96,2013.0
435,435,Chardonnay Sicilia 2013,Planeta,Terre Siciliane,Italy,4.0,36.98,2013.0
436,436,Dry Riesling 2012,Trefethen,Napa Valley,United States,3.8,20.58,2012.0
437,437,Donau Wachau Smaragd Spitz Singerriedel Riesling,Franz Hirtzberger,Wien,Austria,4.5,156.0,
438,438,Miller Ranch Sauvignon Blanc 2015,Silverado,Napa Valley,United States,4.2,21.98,2015.0
439,439,Soave Classico,Pieropan,Veneto,Italy,3.7,15.98,
440,440,\xdcrziger W\xfcrzgarten Riesling Sp\xe4tlese,Markus Molitor,Mosel,Germany,4.4,28.19,
441,441,Foloi 2014,Mercouri Estate,Ilia,Greece,3.7,16.08,2014.0
442,442,Chardonnay Barrel Fermented 2015,Harken,California,United States,3.8,12.98,2015.0
443,443,Dry White Savatiano 2014,Mylonas,Attiki,Greece,3.4,13.98,2014.0
444,444,Reserve Sauvignon Blanc,Dalton,Galil,Israel,3.8,17.83,
445,445,Reserve Chardonnay 2014,"[u""Jacob's Creek""]",Barossa,Australia,3.5,12.08,2014.0
446,446,Robert Schatzle Goldenes Loch,Schloss Neuweier,Baden,Germany,4.5,50.22,
447,447,Vinho Verde Quinta da Aveleda 2014,Aveleda,Minho,Portugal,3.6,7.98,2014.0
448,448,Chardonnay 2012,Paul Hobbs,Sonoma County,United States,4.3,49.98,2012.0
449,449,Rossj-Bass 2013,Gaja,Piemonte,Italy,4.2,98.71,2013.0
450,450,Riesling Alsace Grand Cru Saering 2011,Domaines Schlumberger,Alsace,France,3.8,28.98,2011.0
451,451,Kentia,Orowines,Jumilla,Spain,3.6,13.98,
452,452,Gew\xfcrztraminer 2014,Hogue,Columbia Valley,United States,3.5,10.48,2014.0
453,453,Chablis 2011,Vincent Dauvissat,Chablis,France,4.1,44.93,2011.0
454,454,Pinot Gris Oregon,Firesteed,Willamette Valley,United States,3.6,12.98,
455,455,Riesling Gray Slate 2014,Dr. Loosen,Mosel,Germany,3.5,11.88,2014.0
456,456,III A\xf1o R\xedas Baixas Albari\xf1o 2011,Fefinanes,Galicia,Spain,4.4,38.98,2011.0
457,457,Viognier,McManis,California,United States,3.8,9.98,
458,458,Pinot Gris,Domaine Saint-Remy,Alsace,France,3.1,22.49,
459,459,Bourgogne Les S\xe9tilles 2013,Olivier Leflaive,Bourgogne,France,3.8,23.97,2013.0
460,460,Condrieu Chery 2013,Andre Perret,Northern Rh\xf4ne,France,4.4,89.48,2013.0
461,461,Moscato & Peach,Villa Jolanda,Piemonte,Italy,4.2,8.98,
462,462,Chardonnay McCrea Vineyard 2011,Kistler Vineyards,Sonoma County,United States,4.6,89.98,2011.0
463,463,Chardonnay 2015,Excelsior,Robertson,South Africa,3.7,8.98,2015.0
464,464,Inzolia Chardonnay,Feudo Zirtari,Terre Siciliane,Italy,3.2,11.49,
465,465,Sebella Sonoma Valley Chardonnay 2012,Hanzell,Sonoma County,United States,4.0,67.48,2012.0
466,466,Hermitage Blanche 2002,Domaine Jean-Louis Chave,Northern Rh\xf4ne,France,4.2,158.98,2002.0
467,467,Collectables Sauvignon Blanc 2014,Walnut Block,Marlborough,New Zealand,4.0,10.48,2014.0
468,468,Gr\xfcner Velitliner 2013,Abbazia di Novacella,Trentino-Alto Adige,Italy,3.6,20.97,2013.0
469,469,Lesca Chardonnay,De Wetshof,Robertson,South Africa,3.9,20.96,
470,470,Tons de Duorum Branco,Joao Portugal Ramos,Alentejo,Portugal,3.6,11.19,
471,471,S\xe9millon 2013,Boekenhoutskloof,Franschhoek Valley,South Africa,3.9,37.98,2013.0
472,472,Riesling 2013,SeaGlass,Santa Barbara County,United States,3.9,10.98,2013.0
473,473,Weissburgunder - Pinot Bianco S\xfcdtirol - Alto Adige 2013,St. Michael-Eppan,Trentino-Alto Adige,Italy,3.8,178.68,2013.0
474,474,Falanghina 2015,Feudi di San Gregorio,Campania,Italy,3.8,17.99,2015.0
475,475,Sauvignon Blanc 2013,Bouchard Finlayson,Walker Bay,South Africa,3.7,16.98,2013.0
476,476,110 Oyster,Joaquin,Campania,Italy,4.2,79.99,
477,477,Auxey-Duresses Les Boutonniers,"[u""Domaine d'Auvenay (Lalou Bize Leroy)""]",Meursault,France,4.6,200.0,
478,478,Chassagne-Montrachet 2010,Ch\xe2teau de la Maltroye,C\xf4te de Beaune,France,3.4,89.99,2010.0
479,479,Pinot Blanc Alsace,Domaine Zind Humbrecht,Alsace,France,3.6,24.18,
480,480,Pinot Grigio,Yellow Tail,South Eastern Australia,Australia,3.3,6.98,
481,481,Umbria Bianco 2014,Santa Cristina,Toscana,Italy,3.6,13.38,2014.0
482,482,Chablis 1er Cru Vaillon 2013,Christian Moreau Pere & Fils,Chablis,France,4.0,51.98,2013.0
483,483,Pinot Gris Oregon 2014,Firesteed,Willamette Valley,United States,4.0,13.72,2014.0
484,484,Arneis Langhe 2015,Cordero di Montezemolo,Piemonte,Italy,3.7,17.99,2015.0
485,485,Douro Reserva Duas Quintas Branco 2012,Ramos Pinto,Douro,Portugal,3.9,45.32,2012.0
486,486,Sauvignon Blanc 2014,Girard,Yountville,United States,3.8,17.97,2014.0
487,487,"[u""Black Bart's Bride White""]",Krupp Brothers,Napa Valley,United States,4.2,58.99,
488,488,Meursault Les Rougeots 2009,Domaine Coche-Dury,C\xf4te de Beaune,France,4.5,599.47,2009.0
489,489,Sauvignon Blanc Lost Slipper,Once Upon a Vine,California,United States,3.5,10.49,
490,490,Riesling Wehlener Sonnenuhr Auslese 2009,Joh. Jos. Pr\xfcm,Mosel,Germany,4.0,48.0,2009.0
491,491,R\xedas Baixas Albari\xf1o 2012,Castro Martin,Galicia,Spain,4.0,18.47,2012.0
492,492,Ch\xe2teauneuf-du-Pape Blanc,Ch\xe2teau de Beaucastel,Ch\xe2teauneuf-du-Pape,France,4.2,146.43,
493,493,Chardonnay 2013,Bogle,California,United States,3.7,9.48,2013.0
494,494,Chablis,Patriarche P\xe8re & Fils,Bourgogne,France,3.4,19.07,
495,495,Isolation Ridge Vineyard Chardonnay,Frankland Estate,Frankland River,Australia,3.8,40.49,
496,496,Kermit Lynch Beaujolais Blanc,Dupeuble P\xe8re & Fils,Beaujolais,France,3.9,17.28,
497,497,Les Calcinaires C\xf4tes Catalanes 2014,Gauby,Languedoc-Roussillon,France,3.6,28.98,2014.0
498,498,Napa Valley Chardonnay 2010,Pahlmeyer,Napa Valley,United States,4.5,87.99,2010.0
499,499,Vernaccia Di San Gimignano 2014,Panizzi,Toscana,Italy,3.6,19.98,2014.0
500,500,Vinho Verde,Octave,Minho,Portugal,3.3,6.98,
501,501,Sauvignon Blanc 2014,Arboleda,Valle de Rapel,Chile,3.7,16.95,2014.0
502,502,Western Cape Old Steen Chenin Blanc 2014,The Royal,Western Cape,South Africa,3.6,7.97,2014.0
503,503,Milleuve Venezia Giulia Bianco 2012,Borgo del Tiglio,Friuli-Venezia Giulia,Italy,3.3,22.98,2012.0
504,504,Chardonnay Ritchie Vineyard 2012,Aubert,Calistoga,United States,4.6,138.99,2012.0
505,505,Te Koko Sauvignon Blanc 2012,Cloudy Bay,Marlborough,New Zealand,4.2,57.98,2012.0
506,506,Moscato & Coconut,Santero,Monferrato,Italy,4.3,9.98,
507,507,Ard\xe8che Chardonnay 2014,Louis Latour,C\xf4te de Nuits,France,3.4,9.98,2014.0
508,508,Puligny-Montrachet 2010,Jacques Carillon,Bourgogne,France,4.1,69.94,2010.0
509,509,Laforet Bourgogne Chardonnay 2012,Joseph Drouhin,Bourgogne,France,3.4,13.98,2012.0
510,510,Hermitage Le Chevalier de Sterimberg 2004,Paul Jaboulet A\xeen\xe9,Vall\xe9e du Rh\xf4ne,France,4.0,67.48,2004.0
511,511,Chardonnay 2013,Dona Palaueta,,,4.7,22.5,2013.0
512,512,Chardonnay,Hermann J. Wiemer,Finger Lakes,United States,4.1,15.59,
513,513,Friuli Colli Orientali Friulano 2013,Ronchi di Cialla,Friuli-Venezia Giulia,Italy,3.3,24.99,2013.0
514,514,Vouvray 2011,Ch\xe2teau de Valmer,Touraine,France,3.5,7.78,2011.0
515,515,A360P White,Ostertag,Alsace,France,4.0,56.19,
516,516,Chablis Premier Cru Vaillons 2012,William Fevre,Chablis,France,4.0,47.99,2012.0
517,517,Cawarra S\xe9millon - Chardonnay,"[u""Lindeman's""]",South Eastern Australia,Australia,3.2,6.97,
518,518,Chardonnay Delle Venezie,Bolla,Veneto,Italy,3.0,8.98,
519,519,Le Rime Pinot Grigio,Banfi,Toscana,Italy,3.6,9.98,
520,520,Pinot Gris Alsace R\xe9serve Personnelle 2010,Trimbach,Alsace,France,4.2,49.98,2010.0
521,521,Sauvignon Blanc - Carm\xe9n\xe8re Reserva 2015,Oveja Negra,Valle de Maule,Chile,3.8,10.48,2015.0
522,522,Gr\xfcner Veltliner 2014,Yealands,South Island,New Zealand,4.1,35.34,2014.0
523,523,M\xe2con-Verz\xe9 2014,Domaine Leflaive,Bourgogne,France,4.0,44.98,2014.0
524,524,Chardonnay,Laguna,Sonoma County,United States,3.8,26.97,
525,525,Prickly Riesling,Frisk,Victoria,Australia,3.9,9.98,
526,526,Mas Rabell Blanco 2014,Torres,Pened\xe8s,Spain,3.5,11.16,2014.0
527,527,Sauvignon Blanc 2013,Ponga,Marlborough,New Zealand,3.6,10.98,2013.0
528,528,Pinot Grigio 2014,Gnarly Head,California,United States,3.3,9.98,2014.0
529,529,On The White Keys 2013,Arietta,Oakville,United States,4.5,79.32,2013.0
530,530,Sauvignon Blanc 2014,Emmolo,Napa Valley,United States,3.9,19.98,2014.0
531,531,Gew\xfcrztraminer Alto Adige Kastelaz 2013,Elena Walch,Alto Adige,Italy,4.1,34.97,2013.0
